record_id,image_path,xml_path,raw_folder,raw_filename,reason
img_07_4406645900_00527,data/raw/GC10-DET/6/img_07_4406645900_00527.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00527.xml,6,img_07_4406645900_00527.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00531,data/raw/GC10-DET/6/img_07_4406645900_00531.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00531.xml,6,img_07_4406645900_00531.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00539,data/raw/GC10-DET/6/img_07_4406645900_00539.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00539.xml,6,img_07_4406645900_00539.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00559,data/raw/GC10-DET/6/img_07_4406645900_00559.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00559.xml,6,img_07_4406645900_00559.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00570,data/raw/GC10-DET/6/img_07_4406645900_00570.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00570.xml,6,img_07_4406645900_00570.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00576,data/raw/GC10-DET/6/img_07_4406645900_00576.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00576.xml,all,img_07_4406645900_00576.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00581,data/raw/GC10-DET/6/img_07_4406645900_00581.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00581.xml,all,img_07_4406645900_00581.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00586,data/raw/GC10-DET/6/img_07_4406645900_00586.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00586.xml,all,img_07_4406645900_00586.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00587,data/raw/GC10-DET/6/img_07_4406645900_00587.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00587.xml,all,img_07_4406645900_00587.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00603,data/raw/GC10-DET/6/img_07_4406645900_00603.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00603.xml,all,img_07_4406645900_00603.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00614,data/raw/GC10-DET/6/img_07_4406645900_00614.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00614.xml,all,img_07_4406645900_00614.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00618,data/raw/GC10-DET/6/img_07_4406645900_00618.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00618.xml,all,img_07_4406645900_00618.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00620,data/raw/GC10-DET/6/img_07_4406645900_00620.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00620.xml,all,img_07_4406645900_00620.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00631,data/raw/GC10-DET/6/img_07_4406645900_00631.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00631.xml,all,img_07_4406645900_00631.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00639,data/raw/GC10-DET/6/img_07_4406645900_00639.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00639.xml,all,img_07_4406645900_00639.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00657,data/raw/GC10-DET/6/img_07_4406645900_00657.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00657.xml,all,img_07_4406645900_00657.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00660,data/raw/GC10-DET/6/img_07_4406645900_00660.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00660.xml,all,img_07_4406645900_00660.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00687,data/raw/GC10-DET/6/img_07_4406645900_00687.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00687.xml,all,img_07_4406645900_00687.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00716,data/raw/GC10-DET/6/img_07_4406645900_00716.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00716.xml,all,img_07_4406645900_00716.jpg,near_duplicate_of:img_07_425391800_00054
img_07_4406645900_00824,data/raw/GC10-DET/6/img_07_4406645900_00824.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00824.xml,all,img_07_4406645900_00824.jpg,near_duplicate_of:img_01_425007500_00003
img_07_4406645900_00830,data/raw/GC10-DET/6/img_07_4406645900_00830.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00830.xml,all,img_07_4406645900_00830.jpg,near_duplicate_of:img_01_425007500_00003
img_08_425508100_01624,data/raw/GC10-DET/7/img_08_425508100_01624.jpg,data/raw/GC10-DET/lable/img_08_425508100_01624.xml,7,img_08_425508100_01624.jpg,near_duplicate_of:img_08_425507200_00333
img_08_4406743300_00384,data/raw/GC10-DET/6/img_08_4406743300_00384.jpg,data/raw/GC10-DET/lable/img_08_4406743300_00384.xml,6,img_08_4406743300_00384.jpg,near_duplicate_of:img_08_4406743300_00378
img_02_4406772100_00175,data/raw/GC10-DET/4/img_02_4406772100_00175.jpg,data/raw/GC10-DET/lable/img_02_4406772100_00175.xml,4,img_02_4406772100_00175.jpg,no_valid_annotation_after_label_filter
img_06_3402617700_00988,data/raw/GC10-DET/7/img_06_3402617700_00988.jpg,data/raw/GC10-DET/lable/img_06_3402617700_00988.xml,7,img_06_3402617700_00988.jpg,no_valid_annotation_after_label_filter
