image_id,split,source_image,source_xml,box_index,class_id,raw_class_name,class_name,class_name_cn,xmin,ymin,xmax,ymax,width,height,area,pad_x_raw,pad_y_raw,scale,augmentation
00033,train,data/raw/GC10-DET/1/img_06_3403333400_00834.jpg,data/raw/GC10-DET/lable/img_06_3403333400_00834.xml,3,5,6_siban,silk_spot,丝斑,353.5,280.5,639.5,685.0,286.0,404.5,115687.0,0.0,524.0,0.5,
00034,train,data/raw/GC10-DET/3/img_04_425637700_00842.jpg,data/raw/GC10-DET/lable/img_04_425637700_00842.xml,1,2,3_yueyawan,crescent_gap,月牙弯,595.0,384.0,741.0,697.0,146.0,313.0,45698.0,0.0,524.0,0.5,
00034,train,data/raw/GC10-DET/3/img_04_425637700_00842.jpg,data/raw/GC10-DET/lable/img_04_425637700_00842.xml,2,1,2_hanfeng,welding_line,焊缝,13.0,531.5,649.5,571.5,636.5,40.0,25460.0,0.0,524.0,0.5,
00035,train,data/raw/GC10-DET/6/img_07_4406645900_00741.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00741.xml,1,5,6_siban,silk_spot,丝斑,873.0,347.5,948.0,506.5,75.0,159.0,11925.0,0.0,524.0,0.5,
00036,test,data/raw/GC10-DET/6/img_08_4406743300_00457.jpg,data/raw/GC10-DET/lable/img_08_4406743300_00457.xml,1,5,6_siban,silk_spot,丝斑,337.0,434.0,456.5,620.0,119.5,186.0,22227.0,0.0,524.0,0.5,
00037,train,data/raw/GC10-DET/1/img_06_424799500_00921.jpg,data/raw/GC10-DET/lable/img_06_424799500_00921.xml,1,0,1_chongkong,punching_hole,冲孔,936.0,284.5,988.5,312.5,52.5,28.0,1470.0,0.0,524.0,0.5,
00038,val,data/raw/GC10-DET/2/img_01_4402540800_01483.jpg,data/raw/GC10-DET/lable/img_01_4402540800_01483.xml,1,1,2_hanfeng,welding_line,焊缝,670.0,542.0,1024.0,567.5,354.0,25.5,9027.0,0.0,524.0,0.5,
00038,val,data/raw/GC10-DET/2/img_01_4402540800_01483.jpg,data/raw/GC10-DET/lable/img_01_4402540800_01483.xml,2,5,6_siban,silk_spot,丝斑,806.5,275.5,1014.5,533.5,208.0,258.0,53664.0,0.0,524.0,0.5,
00038,val,data/raw/GC10-DET/2/img_01_4402540800_01483.jpg,data/raw/GC10-DET/lable/img_01_4402540800_01483.xml,3,5,6_siban,silk_spot,丝斑,881.0,583.0,1017.0,756.0,136.0,173.0,23528.0,0.0,524.0,0.5,
00039,train,data/raw/GC10-DET/4/img_02_424799300_00146.jpg,data/raw/GC10-DET/lable/img_02_424799300_00146.xml,1,3,4_shuiban,water_spot,水斑,442.0,355.0,547.0,474.0,105.0,119.0,12495.0,0.0,524.0,0.5,
00040,train,data/raw/GC10-DET/5/img_04_431854700_00086.jpg,data/raw/GC10-DET/lable/img_04_431854700_00086.xml,1,4,5_youban,oil_spot,油斑,396.5,268.0,487.5,352.0,91.0,84.0,7644.0,0.0,524.0,0.5,
00041,train,data/raw/GC10-DET/2/img_02_425505700_00018.jpg,data/raw/GC10-DET/lable/img_02_425505700_00018.xml,1,1,2_hanfeng,welding_line,焊缝,1.0,356.0,1023.5,392.5,1022.5,36.5,37321.25,0.0,524.0,0.5,
00041,train,data/raw/GC10-DET/2/img_02_425505700_00018.jpg,data/raw/GC10-DET/lable/img_02_425505700_00018.xml,2,0,1_chongkong,punching_hole,冲孔,1007.5,449.0,1024.0,475.0,16.5,26.0,429.0,0.0,524.0,0.5,
00042,train,data/raw/GC10-DET/4/img_02_425237000_00520.jpg,data/raw/GC10-DET/lable/img_02_425237000_00520.xml,1,3,4_shuiban,water_spot,水斑,288.0,583.0,388.5,696.0,100.5,113.0,11356.5,0.0,524.0,0.5,
00043,train,data/raw/GC10-DET/7/img_05_425243500_00895.jpg,data/raw/GC10-DET/lable/img_05_425243500_00895.xml,1,6,7_yiwu,inclusion,异物,644.5,623.0,723.0,751.5,78.5,128.5,10087.25,0.0,524.0,0.5,
00044,train,data/raw/GC10-DET/6/img_03_SIS001494_00049.jpg,data/raw/GC10-DET/lable/img_03_SIS001494_00049.xml,1,5,6_siban,silk_spot,丝斑,288.5,368.0,584.5,600.0,296.0,232.0,68672.0,0.0,524.0,0.5,
00045,test,data/raw/GC10-DET/10/img_06_425614600_00431.jpg,data/raw/GC10-DET/lable/img_06_425614600_00431.xml,1,9,10_yaozhe,waist_folding,腰折,573.0,307.5,874.0,722.5,301.0,415.0,124915.0,0.0,524.0,0.5,
00046,test,data/raw/GC10-DET/6/img_08_4406743300_00470.jpg,data/raw/GC10-DET/lable/img_08_4406743300_00470.xml,1,5,6_siban,silk_spot,丝斑,342.5,474.5,440.5,639.5,98.0,165.0,16170.0,0.0,524.0,0.5,
00047,train,data/raw/GC10-DET/6/img_07_4406645900_00829.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00829.xml,1,5,6_siban,silk_spot,丝斑,883.0,280.5,958.5,411.0,75.5,130.5,9852.75,0.0,524.0,0.5,
00048,test,data/raw/GC10-DET/6/img_01_4406743300_00837.jpg,data/raw/GC10-DET/lable/img_01_4406743300_00837.xml,1,5,6_siban,silk_spot,丝斑,501.0,293.0,677.0,729.0,176.0,436.0,76736.0,0.0,524.0,0.5,
00049,train,data/raw/GC10-DET/6/img_02_436153600_00671.jpg,data/raw/GC10-DET/lable/img_02_436153600_00671.xml,1,5,6_siban,silk_spot,丝斑,254.0,317.5,838.5,719.0,584.5,401.5,234676.75,0.0,524.0,0.5,
00050,train,data/raw/GC10-DET/2/img_04_425380900_00001.jpg,data/raw/GC10-DET/lable/img_04_425380900_00001.xml,1,1,2_hanfeng,welding_line,焊缝,3.5,578.0,791.0,615.5,787.5,37.5,29531.25,0.0,524.0,0.5,
00051,train,data/raw/GC10-DET/3/img_05_425614600_00470.jpg,data/raw/GC10-DET/lable/img_05_425614600_00470.xml,1,2,3_yueyawan,crescent_gap,月牙弯,629.5,262.5,917.5,496.0,288.0,233.5,67248.0,0.0,524.0,0.5,
00052,val,data/raw/GC10-DET/6/img_03_4406645900_00381.jpg,data/raw/GC10-DET/lable/img_03_4406645900_00381.xml,1,5,6_siban,silk_spot,丝斑,64.0,344.5,165.5,403.5,101.5,59.0,5988.5,0.0,524.0,0.5,
00053,train,data/raw/GC10-DET/2/img_07_4405227700_00146.jpg,data/raw/GC10-DET/lable/img_07_4405227700_00146.xml,1,1,2_hanfeng,welding_line,焊缝,7.5,545.0,1024.0,592.0,1016.5,47.0,47775.5,0.0,524.0,0.5,
00054,train,data/raw/GC10-DET/6/img_07_4406645900_00852.jpg,data/raw/GC10-DET/lable/img_07_4406645900_00852.xml,1,5,6_siban,silk_spot,丝斑,905.0,395.5,959.5,662.0,54.5,266.5,14524.25,0.0,524.0,0.5,
00055,train,data/raw/GC10-DET/5/img_04_431854700_00657.jpg,data/raw/GC10-DET/lable/img_04_431854700_00657.xml,1,4,5_youban,oil_spot,油斑,235.0,332.0,386.0,472.0,151.0,140.0,21140.0,0.0,524.0,0.5,
00055,train,data/raw/GC10-DET/5/img_04_431854700_00657.jpg,data/raw/GC10-DET/lable/img_04_431854700_00657.xml,2,5,6_siban,silk_spot,丝斑,424.5,278.0,644.0,744.0,219.5,466.0,102287.0,0.0,524.0,0.5,
00056,train,data/raw/GC10-DET/10/img_07_4405133600_00034.jpg,data/raw/GC10-DET/lable/img_07_4405133600_00034.xml,1,9,10_yaozhe,waist_folding,腰折,179.0,302.0,768.0,687.0,589.0,385.0,226765.0,0.0,524.0,0.5,
00057,test,data/raw/GC10-DET/7/img_05_425244400_00881.jpg,data/raw/GC10-DET/lable/img_05_425244400_00881.xml,1,6,7_yiwu,inclusion,异物,786.5,273.5,852.0,760.5,65.5,487.0,31898.5,0.0,524.0,0.5,
00058,val,data/raw/GC10-DET/5/img_08_425391700_00089.jpg,data/raw/GC10-DET/lable/img_08_425391700_00089.xml,1,4,5_youban,oil_spot,油斑,398.5,394.5,492.0,452.0,93.5,57.5,5376.25,0.0,524.0,0.5,
00059,train,data/raw/GC10-DET/1/img_03_425507000_00018.jpg,data/raw/GC10-DET/lable/img_03_425507000_00018.xml,1,0,1_chongkong,punching_hole,冲孔,50.0,614.0,109.0,647.5,59.0,33.5,1976.5,0.0,524.0,0.5,
00059,train,data/raw/GC10-DET/1/img_03_425507000_00018.jpg,data/raw/GC10-DET/lable/img_03_425507000_00018.xml,2,1,2_hanfeng,welding_line,焊缝,1.5,528.0,1022.5,562.0,1021.0,34.0,34714.0,0.0,524.0,0.5,
00060,train,data/raw/GC10-DET/3/img_08_425614600_00470.jpg,data/raw/GC10-DET/lable/img_08_425614600_00470.xml,1,2,3_yueyawan,crescent_gap,月牙弯,80.5,265.5,320.0,608.5,239.5,343.0,82148.5,0.0,524.0,0.5,
00060,train,data/raw/GC10-DET/3/img_08_425614600_00470.jpg,data/raw/GC10-DET/lable/img_08_425614600_00470.xml,2,1,2_hanfeng,welding_line,焊缝,6.0,279.0,107.5,319.0,101.5,40.0,4060.0,0.0,524.0,0.5,
00061,val,data/raw/GC10-DET/7/img_06_4402625300_00104.jpg,data/raw/GC10-DET/lable/img_06_4402625300_00104.xml,1,6,7_yiwu,inclusion,异物,970.0,524.0,1000.0,543.0,30.0,19.0,570.0,0.0,524.0,0.5,
00061,val,data/raw/GC10-DET/7/img_06_4402625300_00104.jpg,data/raw/GC10-DET/lable/img_06_4402625300_00104.xml,2,6,7_yiwu,inclusion,异物,997.5,490.5,1022.0,514.0,24.5,23.5,575.75,0.0,524.0,0.5,
00061,val,data/raw/GC10-DET/7/img_06_4402625300_00104.jpg,data/raw/GC10-DET/lable/img_06_4402625300_00104.xml,3,6,7_yiwu,inclusion,异物,1006.5,529.0,1020.5,547.5,14.0,18.5,259.0,0.0,524.0,0.5,
00061,val,data/raw/GC10-DET/7/img_06_4402625300_00104.jpg,data/raw/GC10-DET/lable/img_06_4402625300_00104.xml,4,6,7_yiwu,inclusion,异物,998.5,558.5,1024.0,575.0,25.5,16.5,420.75,0.0,524.0,0.5,
00061,val,data/raw/GC10-DET/7/img_06_4402625300_00104.jpg,data/raw/GC10-DET/lable/img_06_4402625300_00104.xml,5,6,7_yiwu,inclusion,异物,1002.5,590.5,1023.0,610.0,20.5,19.5,399.75,0.0,524.0,0.5,
00061,val,data/raw/GC10-DET/7/img_06_4402625300_00104.jpg,data/raw/GC10-DET/lable/img_06_4402625300_00104.xml,6,6,7_yiwu,inclusion,异物,1000.0,643.5,1021.5,669.0,21.5,25.5,548.25,0.0,524.0,0.5,
00061,val,data/raw/GC10-DET/7/img_06_4402625300_00104.jpg,data/raw/GC10-DET/lable/img_06_4402625300_00104.xml,7,6,7_yiwu,inclusion,异物,980.5,610.0,992.5,628.0,12.0,18.0,216.0,0.0,524.0,0.5,
00062,train,data/raw/GC10-DET/3/img_05_425502900_00052.jpg,data/raw/GC10-DET/lable/img_05_425502900_00052.xml,1,2,3_yueyawan,crescent_gap,月牙弯,377.5,262.5,549.5,434.5,172.0,172.0,29584.0,0.0,524.0,0.5,
00062,train,data/raw/GC10-DET/3/img_05_425502900_00052.jpg,data/raw/GC10-DET/lable/img_05_425502900_00052.xml,2,1,2_hanfeng,welding_line,焊缝,498.5,262.5,1023.0,293.0,524.5,30.5,15997.25,0.0,524.0,0.5,
00063,train,data/raw/GC10-DET/1/img_06_425505100_00052.jpg,data/raw/GC10-DET/lable/img_06_425505100_00052.xml,1,0,1_chongkong,punching_hole,冲孔,929.5,275.5,982.0,306.0,52.5,30.5,1601.25,0.0,524.0,0.5,
00063,train,data/raw/GC10-DET/1/img_06_425505100_00052.jpg,data/raw/GC10-DET/lable/img_06_425505100_00052.xml,2,7,8_yahen,rolled_pit,压痕,315.0,539.0,378.0,573.5,63.0,34.5,2173.5,0.0,524.0,0.5,
00064,train,data/raw/GC10-DET/8/img_02_4402785600_00004.jpg,data/raw/GC10-DET/lable/img_02_4402785600_00004.xml,1,7,8_yahen,rolled_pit,压痕,525.5,389.5,676.5,448.5,151.0,59.0,8909.0,0.0,524.0,0.5,
00064,train,data/raw/GC10-DET/8/img_02_4402785600_00004.jpg,data/raw/GC10-DET/lable/img_02_4402785600_00004.xml,2,7,8_yahen,rolled_pit,压痕,720.0,420.5,881.0,507.5,161.0,87.0,14007.0,0.0,524.0,0.5,
00065,train,data/raw/GC10-DET/2/img_06_436166500_01098.jpg,data/raw/GC10-DET/lable/img_06_436166500_01098.xml,1,1,2_hanfeng,welding_line,焊缝,90.5,444.0,1024.0,481.0,933.5,37.0,34539.5,0.0,524.0,0.5,
00065,train,data/raw/GC10-DET/2/img_06_436166500_01098.jpg,data/raw/GC10-DET/lable/img_06_436166500_01098.xml,2,0,1_chongkong,punching_hole,冲孔,933.5,523.0,995.0,562.5,61.5,39.5,2429.25,0.0,524.0,0.5,
00066,test,data/raw/GC10-DET/3/img_05_4406772100_00001.jpg,data/raw/GC10-DET/lable/img_05_4406772100_00001.xml,1,2,3_yueyawan,crescent_gap,月牙弯,785.5,262.5,955.0,479.5,169.5,217.0,36781.5,0.0,524.0,0.5,
00066,test,data/raw/GC10-DET/3/img_05_4406772100_00001.jpg,data/raw/GC10-DET/lable/img_05_4406772100_00001.xml,2,1,2_hanfeng,welding_line,焊缝,892.5,348.5,1024.0,378.0,131.5,29.5,3879.25,0.0,524.0,0.5,
