record_id,source_image,source_xml,raw_folder,raw_filename,raw_class_name,normalized_class_id,normalized_class_name,xmin,ymin,xmax,ymax,box_width,box_height,status,reason
img_01_425005700_00154,data/raw/GC10-DET/6/img_01_425005700_00154.jpg,data/raw/GC10-DET/lable/img_01_425005700_00154.xml,6,img_01_425005700_00154.jpg,6_siban,5,silk_spot,861.0,16.0,1643.0,974.0,782.0,958.0,candidate,
img_01_425005700_00156,data/raw/GC10-DET/6/img_01_425005700_00156.jpg,data/raw/GC10-DET/lable/img_01_425005700_00156.xml,6,img_01_425005700_00156.jpg,6_siban,5,silk_spot,762.0,19.0,1680.0,981.0,918.0,962.0,candidate,
img_01_425005700_00158,data/raw/GC10-DET/6/img_01_425005700_00158.jpg,data/raw/GC10-DET/lable/img_01_425005700_00158.xml,6,img_01_425005700_00158.jpg,6_siban,5,silk_spot,790.0,80.0,1656.0,942.0,866.0,862.0,candidate,
img_01_425005700_00159,data/raw/GC10-DET/6/img_01_425005700_00159.jpg,data/raw/GC10-DET/lable/img_01_425005700_00159.xml,6,img_01_425005700_00159.jpg,6_siban,5,silk_spot,818.0,37.0,1582.0,981.0,764.0,944.0,candidate,
img_01_425005700_00162,data/raw/GC10-DET/6/img_01_425005700_00162.jpg,data/raw/GC10-DET/lable/img_01_425005700_00162.xml,6,img_01_425005700_00162.jpg,6_siban,5,silk_spot,969.0,106.0,1551.0,862.0,582.0,756.0,candidate,
img_01_425005700_00163,data/raw/GC10-DET/6/img_01_425005700_00163.jpg,data/raw/GC10-DET/lable/img_01_425005700_00163.xml,6,img_01_425005700_00163.jpg,6_siban,5,silk_spot,977.0,53.0,1593.0,1000.0,616.0,947.0,candidate,
img_01_425005700_00164,data/raw/GC10-DET/6/img_01_425005700_00164.jpg,data/raw/GC10-DET/lable/img_01_425005700_00164.xml,6,img_01_425005700_00164.jpg,6_siban,5,silk_spot,950.0,19.0,1557.0,972.0,607.0,953.0,candidate,
img_01_425005700_00168,data/raw/GC10-DET/6/img_01_425005700_00168.jpg,data/raw/GC10-DET/lable/img_01_425005700_00168.xml,6,img_01_425005700_00168.jpg,6_siban,5,silk_spot,956.0,25.0,1356.0,996.0,400.0,971.0,candidate,
img_01_425005700_00172,data/raw/GC10-DET/6/img_01_425005700_00172.jpg,data/raw/GC10-DET/lable/img_01_425005700_00172.xml,6,img_01_425005700_00172.jpg,6_siban,5,silk_spot,1043.0,3.0,1307.0,825.0,264.0,822.0,candidate,
img_01_425005700_00175,data/raw/GC10-DET/6/img_01_425005700_00175.jpg,data/raw/GC10-DET/lable/img_01_425005700_00175.xml,6,img_01_425005700_00175.jpg,6_siban,5,silk_spot,1018.0,25.0,1353.0,765.0,335.0,740.0,candidate,
img_01_425005700_00176,data/raw/GC10-DET/6/img_01_425005700_00176.jpg,data/raw/GC10-DET/lable/img_01_425005700_00176.xml,6,img_01_425005700_00176.jpg,6_siban,5,silk_spot,1040.0,34.0,1515.0,791.0,475.0,757.0,candidate,
img_01_425005700_00181,data/raw/GC10-DET/6/img_01_425005700_00181.jpg,data/raw/GC10-DET/lable/img_01_425005700_00181.xml,6,img_01_425005700_00181.jpg,6_siban,5,silk_spot,1005.0,50.0,1503.0,853.0,498.0,803.0,candidate,
img_01_425005700_00183,data/raw/GC10-DET/6/img_01_425005700_00183.jpg,data/raw/GC10-DET/lable/img_01_425005700_00183.xml,6,img_01_425005700_00183.jpg,6_siban,5,silk_spot,1008.0,1.0,1522.0,796.0,514.0,795.0,candidate,
img_01_425005700_00189,data/raw/GC10-DET/6/img_01_425005700_00189.jpg,data/raw/GC10-DET/lable/img_01_425005700_00189.xml,6,img_01_425005700_00189.jpg,6_siban,5,silk_spot,1013.0,37.0,1535.0,775.0,522.0,738.0,candidate,
img_01_425005700_00191,data/raw/GC10-DET/6/img_01_425005700_00191.jpg,data/raw/GC10-DET/lable/img_01_425005700_00191.xml,6,img_01_425005700_00191.jpg,6_siban,5,silk_spot,997.0,12.0,1564.0,916.0,567.0,904.0,candidate,
img_01_425005700_00192,data/raw/GC10-DET/6/img_01_425005700_00192.jpg,data/raw/GC10-DET/lable/img_01_425005700_00192.xml,6,img_01_425005700_00192.jpg,6_siban,5,silk_spot,953.0,24.0,1285.0,942.0,332.0,918.0,candidate,
img_01_425005700_00194,data/raw/GC10-DET/6/img_01_425005700_00194.jpg,data/raw/GC10-DET/lable/img_01_425005700_00194.xml,6,img_01_425005700_00194.jpg,6_siban,5,silk_spot,969.0,1.0,1348.0,959.0,379.0,958.0,candidate,
img_01_425005700_00195,data/raw/GC10-DET/6/img_01_425005700_00195.jpg,data/raw/GC10-DET/lable/img_01_425005700_00195.xml,6,img_01_425005700_00195.jpg,6_siban,5,silk_spot,990.0,16.0,1366.0,1000.0,376.0,984.0,candidate,
img_01_425005700_00196,data/raw/GC10-DET/6/img_01_425005700_00196.jpg,data/raw/GC10-DET/lable/img_01_425005700_00196.xml,6,img_01_425005700_00196.jpg,6_siban,5,silk_spot,987.0,1.0,1425.0,952.0,438.0,951.0,candidate,
img_01_425005700_00197,data/raw/GC10-DET/6/img_01_425005700_00197.jpg,data/raw/GC10-DET/lable/img_01_425005700_00197.xml,6,img_01_425005700_00197.jpg,6_siban,5,silk_spot,825.0,1.0,1372.0,980.0,547.0,979.0,candidate,
img_01_425005700_00198,data/raw/GC10-DET/6/img_01_425005700_00198.jpg,data/raw/GC10-DET/lable/img_01_425005700_00198.xml,6,img_01_425005700_00198.jpg,6_siban,5,silk_spot,904.0,1.0,1486.0,936.0,582.0,935.0,candidate,
img_01_425005700_00199,data/raw/GC10-DET/6/img_01_425005700_00199.jpg,data/raw/GC10-DET/lable/img_01_425005700_00199.xml,6,img_01_425005700_00199.jpg,6_siban,5,silk_spot,956.0,1.0,1460.0,857.0,504.0,856.0,candidate,
img_01_425005700_00200,data/raw/GC10-DET/6/img_01_425005700_00200.jpg,data/raw/GC10-DET/lable/img_01_425005700_00200.xml,6,img_01_425005700_00200.jpg,6_siban,5,silk_spot,933.0,1.0,1508.0,957.0,575.0,956.0,candidate,
img_01_425005700_00201,data/raw/GC10-DET/6/img_01_425005700_00201.jpg,data/raw/GC10-DET/lable/img_01_425005700_00201.xml,6,img_01_425005700_00201.jpg,6_siban,5,silk_spot,946.0,1.0,1431.0,944.0,485.0,943.0,candidate,
img_01_425005700_00202,data/raw/GC10-DET/6/img_01_425005700_00202.jpg,data/raw/GC10-DET/lable/img_01_425005700_00202.xml,6,img_01_425005700_00202.jpg,6_siban,5,silk_spot,930.0,45.0,1490.0,948.0,560.0,903.0,candidate,
img_01_425005700_00203,data/raw/GC10-DET/6/img_01_425005700_00203.jpg,data/raw/GC10-DET/lable/img_01_425005700_00203.xml,6,img_01_425005700_00203.jpg,6_siban,5,silk_spot,1008.0,63.0,1528.0,1000.0,520.0,937.0,candidate,
img_01_425005700_00205,data/raw/GC10-DET/6/img_01_425005700_00205.jpg,data/raw/GC10-DET/lable/img_01_425005700_00205.xml,6,img_01_425005700_00205.jpg,6_siban,5,silk_spot,923.0,9.0,1519.0,1000.0,596.0,991.0,candidate,
img_01_425005700_00207,data/raw/GC10-DET/6/img_01_425005700_00207.jpg,data/raw/GC10-DET/lable/img_01_425005700_00207.xml,6,img_01_425005700_00207.jpg,6_siban,5,silk_spot,987.0,19.0,1579.0,968.0,592.0,949.0,candidate,
img_01_425005700_00208,data/raw/GC10-DET/6/img_01_425005700_00208.jpg,data/raw/GC10-DET/lable/img_01_425005700_00208.xml,6,img_01_425005700_00208.jpg,6_siban,5,silk_spot,931.0,57.0,1373.0,1000.0,442.0,943.0,candidate,
img_01_425005700_00211,data/raw/GC10-DET/6/img_01_425005700_00211.jpg,data/raw/GC10-DET/lable/img_01_425005700_00211.xml,6,img_01_425005700_00211.jpg,6_siban,5,silk_spot,956.0,10.0,1474.0,960.0,518.0,950.0,candidate,
img_01_425005700_00212,data/raw/GC10-DET/6/img_01_425005700_00212.jpg,data/raw/GC10-DET/lable/img_01_425005700_00212.xml,6,img_01_425005700_00212.jpg,6_siban,5,silk_spot,995.0,1.0,1418.0,931.0,423.0,930.0,candidate,
img_01_425005700_00213,data/raw/GC10-DET/6/img_01_425005700_00213.jpg,data/raw/GC10-DET/lable/img_01_425005700_00213.xml,6,img_01_425005700_00213.jpg,6_siban,5,silk_spot,981.0,1.0,1440.0,964.0,459.0,963.0,candidate,
img_01_425005700_00221,data/raw/GC10-DET/6/img_01_425005700_00221.jpg,data/raw/GC10-DET/lable/img_01_425005700_00221.xml,6,img_01_425005700_00221.jpg,6_siban,5,silk_spot,918.0,406.0,1515.0,968.0,597.0,562.0,candidate,
img_01_425005700_00223,data/raw/GC10-DET/6/img_01_425005700_00223.jpg,data/raw/GC10-DET/lable/img_01_425005700_00223.xml,6,img_01_425005700_00223.jpg,6_siban,5,silk_spot,1067.0,117.0,1520.0,891.0,453.0,774.0,candidate,
img_01_425005700_00233,data/raw/GC10-DET/6/img_01_425005700_00233.jpg,data/raw/GC10-DET/lable/img_01_425005700_00233.xml,6,img_01_425005700_00233.jpg,6_siban,5,silk_spot,846.0,23.0,1306.0,735.0,460.0,712.0,candidate,
img_01_425005700_00239,data/raw/GC10-DET/6/img_01_425005700_00239.jpg,data/raw/GC10-DET/lable/img_01_425005700_00239.xml,6,img_01_425005700_00239.jpg,6_siban,5,silk_spot,879.0,44.0,1430.0,876.0,551.0,832.0,candidate,
img_01_425005700_00240,data/raw/GC10-DET/6/img_01_425005700_00240.jpg,data/raw/GC10-DET/lable/img_01_425005700_00240.xml,6,img_01_425005700_00240.jpg,6_siban,5,silk_spot,874.0,73.0,1375.0,1000.0,501.0,927.0,candidate,
img_01_425005700_00241,data/raw/GC10-DET/6/img_01_425005700_00241.jpg,data/raw/GC10-DET/lable/img_01_425005700_00241.xml,6,img_01_425005700_00241.jpg,6_siban,5,silk_spot,923.0,45.0,1358.0,942.0,435.0,897.0,candidate,
img_01_425005700_00246,data/raw/GC10-DET/6/img_01_425005700_00246.jpg,data/raw/GC10-DET/lable/img_01_425005700_00246.xml,6,img_01_425005700_00246.jpg,6_siban,5,silk_spot,907.0,32.0,1403.0,1000.0,496.0,968.0,candidate,
img_01_425005700_00253,data/raw/GC10-DET/6/img_01_425005700_00253.jpg,data/raw/GC10-DET/lable/img_01_425005700_00253.xml,6,img_01_425005700_00253.jpg,6_siban,5,silk_spot,818.0,25.0,1207.0,929.0,389.0,904.0,candidate,
img_01_425005700_00254,data/raw/GC10-DET/6/img_01_425005700_00254.jpg,data/raw/GC10-DET/lable/img_01_425005700_00254.xml,6,img_01_425005700_00254.jpg,6_siban,5,silk_spot,828.0,22.0,1208.0,868.0,380.0,846.0,candidate,
img_01_425005700_00255,data/raw/GC10-DET/6/img_01_425005700_00255.jpg,data/raw/GC10-DET/lable/img_01_425005700_00255.xml,6,img_01_425005700_00255.jpg,6_siban,5,silk_spot,800.0,101.0,1230.0,932.0,430.0,831.0,candidate,
img_01_425005700_00256,data/raw/GC10-DET/6/img_01_425005700_00256.jpg,data/raw/GC10-DET/lable/img_01_425005700_00256.xml,6,img_01_425005700_00256.jpg,6_siban,5,silk_spot,867.0,66.0,1271.0,945.0,404.0,879.0,candidate,
img_01_425005700_00258,data/raw/GC10-DET/6/img_01_425005700_00258.jpg,data/raw/GC10-DET/lable/img_01_425005700_00258.xml,6,img_01_425005700_00258.jpg,6_siban,5,silk_spot,899.0,19.0,1292.0,1000.0,393.0,981.0,candidate,
img_01_425005700_00266,data/raw/GC10-DET/6/img_01_425005700_00266.jpg,data/raw/GC10-DET/lable/img_01_425005700_00266.xml,6,img_01_425005700_00266.jpg,6_siban,5,silk_spot,807.0,93.0,1326.0,862.0,519.0,769.0,candidate,
img_01_425005700_00267,data/raw/GC10-DET/6/img_01_425005700_00267.jpg,data/raw/GC10-DET/lable/img_01_425005700_00267.xml,6,img_01_425005700_00267.jpg,6_siban,5,silk_spot,863.0,1.0,1429.0,923.0,566.0,922.0,candidate,
img_01_425005700_00270,data/raw/GC10-DET/6/img_01_425005700_00270.jpg,data/raw/GC10-DET/lable/img_01_425005700_00270.xml,6,img_01_425005700_00270.jpg,6_siban,5,silk_spot,887.0,39.0,1349.0,858.0,462.0,819.0,candidate,
img_01_425005700_00273,data/raw/GC10-DET/6/img_01_425005700_00273.jpg,data/raw/GC10-DET/lable/img_01_425005700_00273.xml,6,img_01_425005700_00273.jpg,6_siban,5,silk_spot,792.0,1.0,1317.0,972.0,525.0,971.0,candidate,
img_01_425005700_00277,data/raw/GC10-DET/6/img_01_425005700_00277.jpg,data/raw/GC10-DET/lable/img_01_425005700_00277.xml,6,img_01_425005700_00277.jpg,6_siban,5,silk_spot,855.0,1.0,1440.0,971.0,585.0,970.0,candidate,
img_01_425005700_00279,data/raw/GC10-DET/6/img_01_425005700_00279.jpg,data/raw/GC10-DET/lable/img_01_425005700_00279.xml,6,img_01_425005700_00279.jpg,6_siban,5,silk_spot,881.0,1.0,1423.0,954.0,542.0,953.0,candidate,
img_01_425005700_00283,data/raw/GC10-DET/6/img_01_425005700_00283.jpg,data/raw/GC10-DET/lable/img_01_425005700_00283.xml,6,img_01_425005700_00283.jpg,6_siban,5,silk_spot,832.0,1.0,1388.0,843.0,556.0,842.0,candidate,
img_01_425005700_00285,data/raw/GC10-DET/6/img_01_425005700_00285.jpg,data/raw/GC10-DET/lable/img_01_425005700_00285.xml,6,img_01_425005700_00285.jpg,6_siban,5,silk_spot,753.0,1.0,1430.0,965.0,677.0,964.0,candidate,
img_01_425005700_00286,data/raw/GC10-DET/6/img_01_425005700_00286.jpg,data/raw/GC10-DET/lable/img_01_425005700_00286.xml,6,img_01_425005700_00286.jpg,6_siban,5,silk_spot,771.0,44.0,1281.0,848.0,510.0,804.0,candidate,
img_01_425005700_00287,data/raw/GC10-DET/6/img_01_425005700_00287.jpg,data/raw/GC10-DET/lable/img_01_425005700_00287.xml,6,img_01_425005700_00287.jpg,6_siban,5,silk_spot,769.0,16.0,1297.0,941.0,528.0,925.0,candidate,
img_01_425005700_00288,data/raw/GC10-DET/6/img_01_425005700_00288.jpg,data/raw/GC10-DET/lable/img_01_425005700_00288.xml,6,img_01_425005700_00288.jpg,6_siban,5,silk_spot,826.0,1.0,1366.0,777.0,540.0,776.0,candidate,
img_01_425005700_00289,data/raw/GC10-DET/6/img_01_425005700_00289.jpg,data/raw/GC10-DET/lable/img_01_425005700_00289.xml,6,img_01_425005700_00289.jpg,6_siban,5,silk_spot,889.0,1.0,1373.0,895.0,484.0,894.0,candidate,
img_01_425005700_00290,data/raw/GC10-DET/6/img_01_425005700_00290.jpg,data/raw/GC10-DET/lable/img_01_425005700_00290.xml,6,img_01_425005700_00290.jpg,6_siban,5,silk_spot,815.0,55.0,1362.0,840.0,547.0,785.0,candidate,
img_01_425005700_00291,data/raw/GC10-DET/6/img_01_425005700_00291.jpg,data/raw/GC10-DET/lable/img_01_425005700_00291.xml,6,img_01_425005700_00291.jpg,6_siban,5,silk_spot,822.0,6.0,1387.0,953.0,565.0,947.0,candidate,
img_01_425005700_00292,data/raw/GC10-DET/6/img_01_425005700_00292.jpg,data/raw/GC10-DET/lable/img_01_425005700_00292.xml,6,img_01_425005700_00292.jpg,6_siban,5,silk_spot,836.0,1.0,1323.0,951.0,487.0,950.0,candidate,
img_01_425005700_00297,data/raw/GC10-DET/6/img_01_425005700_00297.jpg,data/raw/GC10-DET/lable/img_01_425005700_00297.xml,6,img_01_425005700_00297.jpg,6_siban,5,silk_spot,869.0,78.0,1289.0,773.0,420.0,695.0,candidate,
img_01_425005700_00298,data/raw/GC10-DET/6/img_01_425005700_00298.jpg,data/raw/GC10-DET/lable/img_01_425005700_00298.xml,6,img_01_425005700_00298.jpg,6_siban,5,silk_spot,874.0,71.0,1389.0,891.0,515.0,820.0,candidate,
img_01_425005700_00300,data/raw/GC10-DET/6/img_01_425005700_00300.jpg,data/raw/GC10-DET/lable/img_01_425005700_00300.xml,6,img_01_425005700_00300.jpg,6_siban,5,silk_spot,895.0,52.0,1428.0,878.0,533.0,826.0,candidate,
img_01_425005700_00301,data/raw/GC10-DET/6/img_01_425005700_00301.jpg,data/raw/GC10-DET/lable/img_01_425005700_00301.xml,6,img_01_425005700_00301.jpg,6_siban,5,silk_spot,876.0,105.0,1429.0,890.0,553.0,785.0,candidate,
img_01_425005700_00302,data/raw/GC10-DET/6/img_01_425005700_00302.jpg,data/raw/GC10-DET/lable/img_01_425005700_00302.xml,6,img_01_425005700_00302.jpg,6_siban,5,silk_spot,908.0,183.0,1453.0,940.0,545.0,757.0,candidate,
img_01_425005700_00304,data/raw/GC10-DET/6/img_01_425005700_00304.jpg,data/raw/GC10-DET/lable/img_01_425005700_00304.xml,6,img_01_425005700_00304.jpg,6_siban,5,silk_spot,838.0,99.0,1310.0,634.0,472.0,535.0,candidate,
img_01_425005700_00307,data/raw/GC10-DET/6/img_01_425005700_00307.jpg,data/raw/GC10-DET/lable/img_01_425005700_00307.xml,6,img_01_425005700_00307.jpg,6_siban,5,silk_spot,812.0,1.0,1440.0,740.0,628.0,739.0,candidate,
img_01_425005700_00309,data/raw/GC10-DET/6/img_01_425005700_00309.jpg,data/raw/GC10-DET/lable/img_01_425005700_00309.xml,6,img_01_425005700_00309.jpg,6_siban,5,silk_spot,793.0,1.0,1400.0,802.0,607.0,801.0,candidate,
img_01_425005700_00310,data/raw/GC10-DET/6/img_01_425005700_00310.jpg,data/raw/GC10-DET/lable/img_01_425005700_00310.xml,6,img_01_425005700_00310.jpg,6_siban,5,silk_spot,837.0,1.0,1429.0,854.0,592.0,853.0,candidate,
img_01_425005700_00312,data/raw/GC10-DET/6/img_01_425005700_00312.jpg,data/raw/GC10-DET/lable/img_01_425005700_00312.xml,6,img_01_425005700_00312.jpg,6_siban,5,silk_spot,870.0,1.0,1424.0,831.0,554.0,830.0,candidate,
img_01_425005700_00313,data/raw/GC10-DET/6/img_01_425005700_00313.jpg,data/raw/GC10-DET/lable/img_01_425005700_00313.xml,6,img_01_425005700_00313.jpg,6_siban,5,silk_spot,777.0,63.0,1354.0,878.0,577.0,815.0,candidate,
img_01_425005700_00314,data/raw/GC10-DET/6/img_01_425005700_00314.jpg,data/raw/GC10-DET/lable/img_01_425005700_00314.xml,6,img_01_425005700_00314.jpg,6_siban,5,silk_spot,753.0,48.0,1425.0,875.0,672.0,827.0,candidate,
img_01_425005700_00317,data/raw/GC10-DET/6/img_01_425005700_00317.jpg,data/raw/GC10-DET/lable/img_01_425005700_00317.xml,6,img_01_425005700_00317.jpg,6_siban,5,silk_spot,739.0,47.0,1392.0,914.0,653.0,867.0,candidate,
img_01_425005700_00320,data/raw/GC10-DET/6/img_01_425005700_00320.jpg,data/raw/GC10-DET/lable/img_01_425005700_00320.xml,6,img_01_425005700_00320.jpg,6_siban,5,silk_spot,792.0,52.0,1417.0,809.0,625.0,757.0,candidate,
img_01_425005700_00321,data/raw/GC10-DET/6/img_01_425005700_00321.jpg,data/raw/GC10-DET/lable/img_01_425005700_00321.xml,6,img_01_425005700_00321.jpg,6_siban,5,silk_spot,778.0,1.0,1376.0,936.0,598.0,935.0,candidate,
img_01_425005700_00322,data/raw/GC10-DET/6/img_01_425005700_00322.jpg,data/raw/GC10-DET/lable/img_01_425005700_00322.xml,6,img_01_425005700_00322.jpg,6_siban,5,silk_spot,824.0,1.0,1477.0,856.0,653.0,855.0,candidate,
img_01_425005700_00325,data/raw/GC10-DET/6/img_01_425005700_00325.jpg,data/raw/GC10-DET/lable/img_01_425005700_00325.xml,6,img_01_425005700_00325.jpg,6_siban,5,silk_spot,892.0,89.0,1425.0,858.0,533.0,769.0,candidate,
img_01_425005700_00326,data/raw/GC10-DET/6/img_01_425005700_00326.jpg,data/raw/GC10-DET/lable/img_01_425005700_00326.xml,6,img_01_425005700_00326.jpg,6_siban,5,silk_spot,874.0,94.0,1415.0,907.0,541.0,813.0,candidate,
img_01_425005700_00327,data/raw/GC10-DET/6/img_01_425005700_00327.jpg,data/raw/GC10-DET/lable/img_01_425005700_00327.xml,6,img_01_425005700_00327.jpg,6_siban,5,silk_spot,785.0,66.0,1512.0,921.0,727.0,855.0,candidate,
img_01_425005700_00328,data/raw/GC10-DET/6/img_01_425005700_00328.jpg,data/raw/GC10-DET/lable/img_01_425005700_00328.xml,6,img_01_425005700_00328.jpg,6_siban,5,silk_spot,867.0,52.0,1492.0,939.0,625.0,887.0,candidate,
img_01_425005700_00333,data/raw/GC10-DET/6/img_01_425005700_00333.jpg,data/raw/GC10-DET/lable/img_01_425005700_00333.xml,6,img_01_425005700_00333.jpg,6_siban,5,silk_spot,798.0,1.0,1513.0,937.0,715.0,936.0,candidate,
img_01_425005700_00335,data/raw/GC10-DET/6/img_01_425005700_00335.jpg,data/raw/GC10-DET/lable/img_01_425005700_00335.xml,6,img_01_425005700_00335.jpg,6_siban,5,silk_spot,838.0,34.0,1446.0,873.0,608.0,839.0,candidate,
